ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Email Address,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed
SE-00002649,PR-00002232,Soldiers Hill Kindergarten,Eureka Community Kindergarten Association Inc,Centre-Based Care,506 Armstrong Street North,BALLARAT,VIC,3350,353326668,353326668,soldiers.hill.kin@kindergarten.vic.gov.au,,29,1/01/2012,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-17,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Oct-12,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,8:30,16:00,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002651,PR-00002232,Ballarat Fidelity Club Kindergarten,Eureka Community Kindergarten Association Inc,Centre-Based Care,210 Ripon Street South,BALLARAT,VIC,3350,03 5332 6520,03 5332 6520,fidelity.club.kin@kindergarten.vic.gov.au,"•	The educator to child ratio for children aged 36 months of age to preschool age will be at least two educators to 23 children.

•	The approved provider must develop a transition plan detailing the actions being, and to be, undertaken in order to assist the service to meet the educator to child ratio prescribed in regulation 123(1)(c) by 1 January 2018. The plan is to be submitted to the Regulatory Authority by 28 April 2017.

•	The approved provider must take reasonable steps to ensure that the actions outlined in the transitional plan are carried out in accordance with the plan.",30,1/01/2012,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Nov-18,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-14,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:45,14:45,8:45,14:45,8:45,11:45,9:00,15:00,9:00,15:00,,,,,,,,,12:30,15:30,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002652,PR-00002232,Mt Pleasant Kindergarten,Eureka Community Kindergarten Association Inc,Centre-Based Care,826 Laurie Street,BALLARAT,VIC,3350,03 5332 3295,03 5332 3295,mt.pleasant.kin@kindergarten.vic.gov.au,,63,1/01/2012,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Aug-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Jun-14,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,14:30,8:30,14:30,8:30,11:30,8:30,14:30,8:30,14:30,,,,,,,,,12:30,15:30,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002653,PR-00002232,Brown Hill Kindergarten,Eureka Community Kindergarten Association Inc,Centre-Based Care,1 Reid Court,BALLARAT,VIC,3350,03 5332 7973,03 5332 7973,brown.hill.kin@kindergarten.vic.gov.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.         the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.         the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.         the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
                       i.             a list of the service’s emergency contact details;
                      ii.             procedures for monitoring and managing bushfire risks and events;
                     iii.             procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
                     iv.             procedures for notifying families of children enrolled at the service of any closure;
                      v.             procedures for reviewing and updating the Emergency Management Plan (EMP).
d.         the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.         by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP) is submitted to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal.",66,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jul-17,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,May-13,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,8:30,13:30,8:30,13:30,8:30,13:30,,,,,9:00,15:45,9:00,14:00,9:00,14:00,9:00,14:00,9:00,14:00,,,,,,,,,,,,,,,,,,,No
SE-00002654,PR-00002232,Black Hill Kindergarten,Eureka Community Kindergarten Association Inc,Centre-Based Care,602 Sherrard Street,BLACK HILL,VIC,3350,03 5332 7849,,black.hill.kin@kindergarten.vic.gov.au,,25,1/01/2012,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jul-16,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Sep-13,24/01/2020,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,,,8:30,16:00,,,,,,,,,,,8:30,16:00,,,8:30,16:00,,,,,,,,,,,,,,,,,,,,,No
SE-00002655,PR-00002404,Kardinia Early Learning - York Street,Kardinia Childcare Inc,Centre-Based Care,410 York Street,BALLARAT,VIC,3350,353334116,353319756,yorkst@kardiniachildcare.com,,26,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-20,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Nov-16,15/06/2017,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,9:00,14:00,9:00,14:00,9:00,14:00,,,,,,,,,,,,,,,,,9:30,11:30,,,,,,,,,,,,,,,,,,,No
SE-00002656,PR-00002170,Ballarat Child Care Co-op,Ballarat Child Care Co-operative Ltd,Centre-Based Care,1007 Armstrong Street North,BALLARAT,VIC,3350,03 5333 1601,03 5333 1601,bccc@ncable.net.au,,44,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Jul-17,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Mar-13,,Yes,No,No,No,No,No,No,7:45,18:00,7:45,18:00,7:45,18:00,7:45,18:00,7:45,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002659,PR-00001336,Girrabanya Children's Centre,Ballarat City Council,Centre-Based Care,11B Steinfeld Street,BALLARAT,VIC,3350,353205150,353205833,suealmond@Ballarat.vic.gov.au,,98,1/01/2012,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Dec-17,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-13,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002660,PR-00001335,Ballarat & Clarendon College Preschool,Ballarat & Clarendon College,Centre-Based Care,614 Mair Street,BALLARAT,VIC,3350,353308100,353331513,elliott@clarendon.vic.edu.au,"When the School is utilising ELC room 1 for classes, the approved provider must not educate and care for more than 47 children in ELC rooms 2 and 3.
",165,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jun-16,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Aug-13,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:00,17:00,8:00,17:00,8:00,17:00,8:00,17:00,8:00,17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002661,PR-00002504,Ballarat Little Learners Early Education Centre,Ballarat Child Minding Centre Pty Ltd,Centre-Based Care,257 Victoria Street,BALLARAT,VIC,3350,353314912,353314912,info@ballaratlittlelearners.com.au,,29,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Aug-17,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-13,,Yes,No,No,No,No,No,No,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002662,PR-00002232,Linda Brown Preschool,Eureka Community Kindergarten Association Inc,Centre-Based Care,Lot 1 College Street,WENDOUREE,VIC,3355,03 5339 2062,,linda.brown.kin@kindergarten.vic.gov.au,,52,1/01/2012,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Aug-14,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,9:00,12:00,8:45,13:45,8:45,13:45,8:45,13:45,9:00,14:00,,,,,8:30,16:00,8:30,16:00,,,8:30,16:00,8:30,16:00,,,,,,,,,,,,,,,,,,,No
SE-00002663,PR-40011040,Alfredton Preschool,UNITING (VICTORIA AND TASMANIA) LIMITED,Centre-Based Care,6 Balyarta Street,ALFREDTON,VIC,3350,353341222,353341323,alfredton.els@vt.uniting.org,,48,1/01/2012,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,May-17,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-12,1/07/2017,No,No,Yes,No,No,No,No,8:30,14:30,8:30,16:00,8:30,16:30,8:30,16:30,8:30,14:30,,,,,8:30,16:00,,,8:30,16:00,,,,,,,,,9:00,14:00,,,9:00,14:00,,,9:45,14:00,,,,,,,,,,,,,,,,,,,No
SE-00002664,PR-00002232,Rowan View Preschool,Eureka Community Kindergarten Association Inc,Centre-Based Care,402 Forest Street,WENDOUREE,VIC,3355,03 5339 6196,03 5339 6196,rowan.view.kin@kindergarten.vic.gov.au,,47,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-14,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,9:00,14:00,9:00,14:00,9:00,14:00,9:00,14:00,9:00,12:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002665,PR-00001336,Wendouree Children's Services,Ballarat City Council,Centre-Based Care,Corner of Gilles and Hastings St,WENDOUREE,VIC,3355,353291626,353208201,melissalloyd@ballarat.vic.gov.au,The approved provider must ensure that correct educator to child ratios are maintained in each building of the education and care service.,75,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-19,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Jan-15,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002667,PR-00002235,Inverleigh Kindergarten,Golden Plains Shire Council,Centre-Based Care,23 Dundas Street,INVERLEIGH,VIC,3321,352651307,352651307,inverleigh.kin@kindergarten.vic.gov.au,"This service approval, to the extent that it relates to an associated children’s service authorises the approved provider to operate a limited hours type 2 service within the meaning of regulation 5 of the Children’s Services Regulations 2009, and is subject to the following conditions:
1. The service approval is granted subject to the condition that the approved associated children’s service is operated in a way that—
(a) ensures the safety of the children being cared for or educated; and
(b) ensures that the developmental needs of those children are met; and
(c) supports the health and wellbeing of those children.
2. The service approval is granted subject to the condition that a person must not manage or control the operation of the approved associated children’s service in the absence of the approved provider unless the person is:
(a) the nominated supervisor for the education and care service (for the associated education and care service); or
(b) the holder of a supervisor certificate and is employed or engaged by the approved associated children’s service or the associated education and care service; or
(c) a person approved by the Secretary under section 25X of the Children’s Services Act 1996 (Vic).
3. The approved associated children’s service may care for or educate a maximum of 30 children. 
4. The number of school children cared for or educated by the approved associated children’s service must not exceed 30 per cent of the total number of places for the limited hours type 2. The number is 10.
5. Each child cannot be cared for or educated for more than 5 hours a day and not more than a total of 15 hours per week. 
6. The approved associated children’s service will operate from Children's Room 1.
7. Except as otherwise provided, the requirements of the Act and the Regulations, must be met in relation to the limited hours type 2 service.
8. These conditions apply solely to the approved associated children’s service.",33,1/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jul-17,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-12,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,9:00,11:30,9:00,14:00,9:00,14:00,9:00,14:00,9:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002668,PR-00001691,Moriac Kindergarten,Moriac Preschool Centre Inc,Centre-Based Care,7 Clerke Court,MORIAC,VIC,3240,352662160,352661420,moriac.kin@kindergarten.vic.gov.au,,29,1/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Jul-17,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-13,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,13:30,8:30,13:30,8:30,13:30,8:30,13:30,8:30,12:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002669,PR-00001839,Anglesea Kindergarten,Surf Coast Shire Council,Centre-Based Care,McMillan Street,ANGLESEA,VIC,3230,352631376,,swomersley@surfcoast.vic.gov.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.         the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.         the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.         the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
                       i.             a list of the service’s emergency contact details;
                      ii.             procedures for monitoring and managing bushfire risks and events;
                     iii.             procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
                     iv.             procedures for notifying families of children enrolled at the service of any closure;
                      v.             procedures for reviewing and updating the Emergency Management Plan (EMP).
d.         the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.         by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP) is submitted to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal.",55,1/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jan-19,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Nov-13,1/07/2016,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,9:00,14:00,9:00,14:00,9:00,14:00,,,,,,,,,9:10,14:10,9:10,14:10,,,9:10,14:10,,,,,,,,,,,,,,,,,,,,,No
SE-00002670,PR-00001839,The Jan Juc Preschool,Surf Coast Shire Council,Centre-Based Care,91a Sunset Strip,JAN JUC,VIC,3228,352612643,352612643,janjuckin@surfcoast.vic.gov.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.         the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.         the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.         the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
                       i.             a list of the service’s emergency contact details;
                      ii.             procedures for monitoring and managing bushfire risks and events;
                     iii.             procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
                     iv.             procedures for notifying families of children enrolled at the service of any closure;
                      v.             procedures for reviewing and updating the Emergency Management Plan (EMP).
d.         the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.         by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP)
                       i.             to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal; and
                      ii.             where a service operates from a school premises, to the principal of the school.",79,1/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jun-14,,,,,,,,,,1/01/2015,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,9:15,14:15,9:15,14:15,9:15,14:15,,,,,9:00,15:00,9:00,15:00,9:00,16:00,9:00,15:00,9:00,15:00,,,,,,,,,,,,,,,,,,,No
SE-00002673,PR-00001858,Beechworth Community Child Care Centre,The Beechworth Community Child Care Centre Inc,Centre-Based Care,Albert Road  (Latrobe Campus),BEECHWORTH,VIC,3747,357282378,357282233,beechworthchildcare@westnet.com.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.         the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.         the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.         the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
                       i.             a list of the service’s emergency contact details;
                      ii.             procedures for monitoring and managing bushfire risks and events;
                     iii.             procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
                     iv.             procedures for notifying families of children enrolled at the service of any closure;
                      v.             procedures for reviewing and updating the Emergency Management Plan (EMP).
d.         the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.         by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP) is submitted to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal.",55,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-19,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Apr-13,,Yes,No,No,No,No,No,No,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
SE-00002674,PR-00001599,Beechworth Kindergarten Inc.,Beechworth Kindergarten Inc,Centre-Based Care,Albert Road  (Latrobe Campus),BEECHWORTH,VIC,3747,03 5728 1532,03 5728 3057,beechworth.kin@kindergarten.vic.gov.au,"As this service is listed on the Department of Education & Training Bushfire At-Risk Register, the approved provider must ensure that:
a.         the service does not operate on any day the Victorian Emergency Management Commissioner declares day of a ‘Code Red’ Fire Danger Rating that applies to the location in which that service is located; and
b.         the service’s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan (EMP) for managing the service’s bush-fire related risks.
c.         the Emergency Management Plan (EMP) is kept up to date, reflects the service’s operating context and includes:
                       i.             a list of the service’s emergency contact details;
                      ii.             procedures for monitoring and managing bushfire risks and events;
                     iii.             procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service;
                     iv.             procedures for notifying families of children enrolled at the service of any closure;
                      v.             procedures for reviewing and updating the Emergency Management Plan (EMP).
d.         the Emergency Management Plan (EMP) is reviewed and updated as necessary at least once each calendar year.
e.         by 1 September of each year, a copy of the service’s Emergency Management Plan (EMP) is submitted to the Regulatory Authority through the National Quality Agenda Information Technology System (NQA ITS) public portal.",30,1/01/2012,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Oct-17,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Jul-13,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:45,15:00,8:45,15:00,8:45,12:00,,,,,,,,,,,,,12:45,16:00,8:45,15:00,8:45,15:00,,,,,,,,,,,,,,,,,,,No
SE-00002677,PR-00001533,Leopold Kindergarten,Bethany Kindergarten Services Limited,Centre-Based Care,29 Kanimbla Avenue,LEOPOLD,VIC,3224,352501477,352501477,leopold.kin@bethany.org.au,,35,1/01/2012,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-14,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,8:45,13:45,12:00,16:00,8:30,11:30,8:45,13:45,8:30,12:30,,,,,,,,,12:45,15:45,8:45,13:45,,,,,,,,,,,,,,,,,,,,,No
SE-00002678,PR-00001533,Kirralee Kindergarten,Bethany Kindergarten Services Limited,Centre-Based Care,53 Richard Street,NEWCOMB,VIC,3219,352481741,352481741,kirralee.kin@bethany.org.au,,31,1/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-18,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Jun-13,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,,,8:00,16:00,8:00,16:00,8:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
